name,style,score,rating,brewer,abv,link,note,category
Kittens & Canoes,Pale Ale - American,91.0,4.22,Beerd Brewing Company,5.7,https://www.beeradvocate.com/beer/profile/30321/124801/,"multiple results, guessed best match",Ale
Ba Milk & Cookies,Stout - Sweet / Milk,91.0,4.11,Wicked Weed Brewing Company,8.5,https://www.beeradvocate.com/beer/profile/30581/108491/,"multiple results, guessed best match",Stout
Cutter,Barleywine - American,91.0,4.09,Rising Tide Brewing Company,15.0,https://www.beeradvocate.com/beer/profile/1199/86802/,"multiple results, guessed best match",Other
Dirty Bastard,Scotch Ale / Wee Heavy,91.0,4.07,Founders Brewing Company,8.5,https://www.beeradvocate.com/beer/profile/1199/7463/,"multiple results, guessed best match",Ale
60 Minute Ipa,IPA - American,91.0,4.1,Dogfish Head Craft Brewery,6.0,https://www.beeradvocate.com/beer/profile/64/6108/,"multiple results, guessed best match",IPA
Fest Bier,Lager - M\xc3\xa4rzen,91.0,4.17,Dorchester Brewing Company,5.5,https://www.beeradvocate.com/beer/profile/467/115655/,"multiple results, guessed best match",Lager
Barrel & Bean,Tripel,91.0,4.11,Allagash Brewing Company,9.6,https://www.beeradvocate.com/beer/profile/4/83035/,"multiple results, guessed best match",Other
Exposure,IPA - Imperial,91.0,4.18,Barewolf Brewing Company,10.1,https://www.beeradvocate.com/beer/profile/54783/420679/,"multiple results, guessed best match",IPA
Space Cake,IPA - Imperial,91.0,4.08,Clown Shoes Beer,9.0,https://www.beeradvocate.com/beer/profile/22951/113602/,"multiple results, guessed best match",IPA
Perpetual Ipa,IPA - Imperial,91.0,4.08,Troegs Independent Brewing,7.5,https://www.beeradvocate.com/beer/profile/694/71969/,"multiple results, guessed best match",IPA
Ba El Paraiso,Stout - American Imperial,91.0,4.09,Wicked Weed Brewing Company,9.5,https://www.beeradvocate.com/beer/profile/30581/152404/,"multiple results, guessed best match",Stout
Ba Old Fashioned,Old Ale,91.0,4.13,Wicked Weed Brewing Company,10.0,https://www.beeradvocate.com/beer/profile/30581/242912/,"multiple results, guessed best match",Ale
Rainbow Sherbet,Sour - Fruited Kettle Sour,91.0,4.1,Prairie Artisan Ales,5.2,https://www.beeradvocate.com/beer/profile/30356/417624/,"multiple results, guessed best match",Other
Tessellation,IPA - Imperial,91.0,4.1,Lone Pine Brewing Company,8.1,https://www.beeradvocate.com/beer/profile/44548/267945/,"multiple results, guessed best match",IPA
Rolling In Clouds,IPA - New England,91.0,4.17,Finback Brewery,7.1,https://www.beeradvocate.com/beer/profile/33901/379912/,"multiple results, guessed best match",IPA
Photon,Pale Ale - American,91.0,4.13,Equilibrium Brewery,4.8,https://www.beeradvocate.com/beer/profile/47536/256362/,"multiple results, guessed best match",Ale
Fear Movie Lions,IPA - Imperial,91.0,4.09,Stone Brewing Company,8.5,https://www.beeradvocate.com/beer/profile/147/334028/,"multiple results, guessed best match",IPA
Mmm ... Osa,Pale Ale - American,91.0,4.16,Equilibrium Brewery,4.8,https://www.beeradvocate.com/beer/profile/47536/256365/,"multiple results, guessed best match",Ale
Madonna,IPA - New England,91.0,4.1,Zero Gravity Craft Brewery,8.0,https://www.beeradvocate.com/beer/profile/9784/224262/,"multiple results, guessed best match",IPA
Northern Heights,IPA - New England,91.0,4.15,Ten Bends Beer,8.0,http://www.beeradvocate.com/search/?q=Northern+Heights&qt=beer,,IPA
Picnic Lightning,IPA - New England,91.0,4.12,Brouwerij West,6.8,http://www.beeradvocate.com/search/?q=Picnic+Lightning&qt=beer,,IPA
Winter Ipa,IPA - American,91.0,4.16,Brooklyn Brewery,7.2,https://www.beeradvocate.com/beer/profile/33181/104865/,"multiple results, guessed best match",IPA
Duchesse Cherry,Sour - Flanders Red Ale,91.0,4.15,Brouwerij Verhaeghe,6.8,https://www.beeradvocate.com/beer/profile/641/365427/,"multiple results, guessed best match",Ale
Pater 6,Dubbel,91.0,4.1,Brouwerij St.bernardus,6.7,https://www.beeradvocate.com/beer/profile/259/1856/,"multiple results, guessed best match",Other
St Bernardus Tripel,Tripel,91.0,4.07,Brouwerij St. Bernardus,7.5,https://www.beeradvocate.com/beer/profile/259/1854/,"multiple results, guessed best match",Other
Coffee Cup,Stout - American Imperial,91.0,4.16,Common Roots Brewing Company,9.0,https://www.beeradvocate.com/beer/profile/38068/172539/,"multiple results, guessed best match",Stout
Lush Ipa,IPA - American,91.0,4.12,Frost Beer Works,7.0,https://www.beeradvocate.com/beer/profile/20680/260802/,"multiple results, guessed best match",IPA
Immoralite,IPA - Imperial,91.0,4.16,Dieu Du Ciel,9.2,https://www.beeradvocate.com/beer/profile/1141/137417/,"multiple results, guessed best match",IPA
Phaze,IPA - American,91.0,4.16,Four Quarters Brewing,6.5,https://www.beeradvocate.com/beer/profile/34222/352104/,"multiple results, guessed best match",IPA
Hitachino Nest White,Wheat Beer - Witbier,91.0,4.08,Kiuchi Brewery,5.5,https://www.beeradvocate.com/beer/profile/697/2013/,"multiple results, guessed best match",Other
The Breeze,Sour - Berliner Weisse,91.0,4.22,Halyard Brewing Company,6.1,https://www.beeradvocate.com/beer/profile/29618/130651/,"multiple results, guessed best match",Sour
Super Cluster,IPA - Imperial,91.0,4.07,Lagunitas Brewing Company,8.0,http://www.beeradvocate.com/search/?q=Super+Cluster&qt=beer,,IPA
Fiddlehead Ipa,IPA - New England,91.0,4.08,Fiddlehead Brewing Company,6.2,https://www.beeradvocate.com/beer/profile/27919/76970/,"multiple results, guessed best match",IPA
Van De Keizer Imperial Blond,Strong Ale - Belgian Pale,91.0,4.12,Brouwerij Het Anker,10.0,http://www.beeradvocate.com/search/?q=Van+De+Keizer+Imperial+Blond&qt=beer,,Ale
Mc Chouffe,Strong Ale - Belgian Dark,91.0,4.1,Brasserie D\'achouffe,10.0,https://www.beeradvocate.com/beer/profile/321/2269/,"multiple results, guessed best match",Ale
La Chouffe,Strong Ale - Belgian Dark,91.0,4.1,Brasserie D\'achouffe,10.0,https://www.beeradvocate.com/beer/profile/321/2269/,"multiple results, guessed best match",Ale
Komes Baltic Porter,Porter - Baltic,91.0,4.12,Browar Fortuna,9.0,https://www.beeradvocate.com/beer/profile/18154/44748/,"multiple results, guessed best match",Other
Rothaus Tannenzapfle,Pilsner - German,91.0,4.09,Rothaus,5.1,https://www.beeradvocate.com/beer/profile/464/17015/,"multiple results, guessed best match",Other
Pumpkin Spice Yeti,Stout - American Imperial,90.0,4.13,Great Divide Brewing Company,9.5,http://www.beeradvocate.com/search/?q=Pumpkin+Spice+Yeti&qt=beer,,Stout
Double Pillow,IPA - Imperial,90.0,4.27,Common Roots Brewing Company,8.0,https://www.beeradvocate.com/beer/profile/38068/474399/,"multiple results, guessed best match",IPA
Pillow Gossip,IPA - American,90.0,4.15,Common Roots Brewing Company,6.4,http://www.beeradvocate.com/search/?q=Pillow+Gossip&qt=beer,,IPA
Big Papaya,Sour - Fruited Kettle Sour,90.0,4.31,Great Notion Brewing,6.5,https://www.beeradvocate.com/beer/profile/41869/312515/,"multiple results, guessed best match",Other
Citra Dreams,IPA - New England,90.0,4.06,Captain Lawrence Brewing Company,7.0,https://www.beeradvocate.com/beer/profile/12959/446724/,"multiple results, guessed best match",IPA
Double Blueberry Shake,Sour - Fruited Kettle Sour,90.0,4.39,Great Notion Brewing,9.0,https://www.beeradvocate.com/beer/profile/41869/510641/,"multiple results, guessed best match",Other
Avalon,IPA - New England,90.0,4.31,Battery Steele Brewing,7.5,https://www.beeradvocate.com/beer/profile/48949/343079/,"multiple results, guessed best match",IPA
Guava Mochi,IPA - New England,90.0,4.23,Great Notion Brewing,7.0,http://www.beeradvocate.com/search/?q=Guava+Mochi&qt=beer,,IPA
Supah Phunk,Farmhouse Ale - Saison,90.0,4.24,Hermit Thrush Brewery,5.9,https://www.beeradvocate.com/beer/profile/37303/302362/,"multiple results, guessed best match",Ale
Julius Echter Weissbier,Wheat Beer - Hefeweizen,90.0,4.03,Wurzburger,5.3,https://www.beeradvocate.com/beer/profile/176/613/,"multiple results, guessed best match",Other
Cuddle Kitten,IPA - New England,90.0,4.15,Lone Pine Brewing Company,8.2,https://www.beeradvocate.com/beer/profile/44548/386778/,"multiple results, guessed best match",IPA
Gin Barrel Saison,Farmhouse Ale - Saison,90.0,4.11,Hermit Thrush Brewery,6.5,https://www.beeradvocate.com/beer/profile/37303/218339/,"multiple results, guessed best match",Ale
Spy Dolphin,IPA - New England,90.0,4.16,Dancing Gnome Brewing Company,8.5,http://www.beeradvocate.com/search/?q=Spy+Dolphin&qt=beer,,IPA
Research Series: Double Ipa,IPA - Imperial,90.0,4.13,Frost Beer Works,8.0,https://www.beeradvocate.com/beer/profile/39297/299384/,"multiple results, guessed best match",IPA
Wanderlust,IPA - American,90.0,4.06,Breakside Brewery,6.2,https://www.beeradvocate.com/beer/profile/22843/103309/,"multiple results, guessed best match",IPA
Day Of The Dead,IPA - American,90.0,4.32,Robinson\'s Family Brewery,6.9,https://www.beeradvocate.com/beer/profile/37460/229787/,"multiple results, guessed best match",IPA
Holy Donut,Stout - American Imperial,90.0,4.21,Lone Pine Brewing Company,10.5,https://www.beeradvocate.com/beer/profile/44548/417848/,"multiple results, guessed best match",Stout
Cream Puff War,IPA - New England,90.0,4.15,Ten Bends Beer,8.2,http://www.beeradvocate.com/search/?q=Cream+Puff+War&qt=beer,,IPA
Flower Power,IPA - American,90.0,4.21,Ithaca Beer Company,7.5,https://www.beeradvocate.com/beer/profile/651/78532/,"multiple results, guessed best match",IPA
Delirium Nocturnum,Strong Ale - Belgian Dark,90.0,4.05,Brouwerij Huyghe,8.5,http://www.beeradvocate.com/search/?q=Delirium+Nocturnum&qt=beer,,Ale
Goody Two Shoes,K\xc3\xb6lsch,90.0,4.07,Exhibit A Brewing Company,4.5,http://www.beeradvocate.com/search/?q=Goody+Two+Shoes&qt=beer,,Other
Tomato Factory,IPA - Imperial,90.0,4.23,Other Half Brewing Company,8.0,http://www.beeradvocate.com/search/?q=Tomato+Factory&qt=beer,,IPA
Citra On The Dock Of The Bay,IPA - New England,90.0,4.22,Eagle Park Brewing Company,8.0,https://www.beeradvocate.com/beer/profile/48343/397401/,"multiple results, guessed best match",IPA
Wander On,IPA - New England,90.0,4.28,Finback Brewery,7.1,https://www.beeradvocate.com/beer/profile/49287/345803/,"multiple results, guessed best match",IPA
Strawberry,Wild Ale,90.0,4.02,Brouwerij Lindemans,7.39,https://www.beeradvocate.com/beer/profile/2391/81761/,"multiple results, guessed best match",Ale
Rodenbach Classic,Sour - Flanders Red Ale,90.0,4.02,Rodenbach,5.2,http://www.beeradvocate.com/search/?q=Rodenbach+Classic&qt=beer,,Ale
Stout Rullquin,Wild Ale,90.0,4.06,Tilquin Gueuzerie,7.0,https://www.beeradvocate.com/beer/profile/25923/102760/,"multiple results, guessed best match",Ale
Saturn In Scorpio,IPA - New England,90.0,4.15,Foreign Objects Beer Company,7.5,http://www.beeradvocate.com/search/?q=Saturn+In+Scorpio&qt=beer,,IPA
Convex Refraction,Bock - Doppelbock,90.0,4.46,Jackie O\'s Pub & Brewery,13.7,http://www.beeradvocate.com/search/?q=Convex+Refraction&qt=beer,,Other
Syzygy,IPA - Imperial,90.0,4.14,Hudson Valley Brewery,10.9,https://www.beeradvocate.com/beer/profile/31408/164707/,"multiple results, guessed best match",IPA
Jess,IPA - American,90.0,4.09,Amherst Brewing Company,7.0,https://www.beeradvocate.com/beer/profile/225/170814/,"multiple results, guessed best match",IPA
Fire Iron,Fruit and Field Beer,90.0,4.14,Urban Artifact Brewing,7.7,https://www.beeradvocate.com/beer/profile/40297/288886/,"multiple results, guessed best match",Other
Von Trapp Trosten,Lager - Rauchbier,90.0,4.05,Von Trapp Brewing,6.0,https://www.beeradvocate.com/beer/profile/22512/63797/,"multiple results, guessed best match",Lager
Pale Ale,Pale Ale - American,90.0,4.05,Tributary Brewing Company,5.6,https://www.beeradvocate.com/beer/profile/140/276/,"multiple results, guessed best match",Ale
Paperweight,Fruit and Field Beer,90.0,4.15,Urban Artifact Brewing,7.7,https://www.beeradvocate.com/beer/profile/40297/422987/,"multiple results, guessed best match",Other
The Juice,Pale Ale - American,90.0,4.04,Peak Organic Brewing Company,5.6,https://www.beeradvocate.com/beer/profile/13884/238546/,"multiple results, guessed best match",Ale
Green Fountains,IPA - New England,90.0,4.14,Ten Bends Beer,7.2,http://www.beeradvocate.com/search/?q=Green+Fountains&qt=beer,,IPA
Komes Raspberry Porter,Porter - Baltic,90.0,4.09,Browar Fortuna,8.5,http://www.beeradvocate.com/search/?q=Komes+Raspberry+Porter&qt=beer,,Other
Riff,IPA - Imperial,90.0,4.12,Beerd Brewing Company,8.8,https://www.beeradvocate.com/beer/profile/30321/101821/,"multiple results, guessed best match",IPA
Hibernation Ale,Old Ale,90.0,4.05,Great Divide Brewing Company,8.7,https://www.beeradvocate.com/beer/profile/158/1446/,"multiple results, guessed best match",Ale
Sour Monkey,Tripel,90.0,4.03,Victory Brewing Company,9.5,https://www.beeradvocate.com/beer/profile/345/160104/,"multiple results, guessed best match",Other
First Light,IPA - Imperial,90.0,4.12,Four Quarters Brewing,7.6,https://www.beeradvocate.com/beer/profile/34222/393338/,"multiple results, guessed best match",IPA
The Hollow,Stout - American Imperial,90.0,4.01,Kent Falls Brewing Company,10.0,https://www.beeradvocate.com/beer/profile/16352/39417/,"multiple results, guessed best match",Stout
N00b,IPA - American,90.0,4.08,Odd 13 Brewing,6.0,https://www.beeradvocate.com/beer/profile/32514/214303/,"multiple results, guessed best match",IPA
Blood Of The Unicorn,Red Ale - American Amber / Red,90.0,4.02,Pipeworks Brewing Company,6.5,https://www.beeradvocate.com/beer/profile/28178/81742/,"multiple results, guessed best match",Ale
Jahrhundert,Lager - European / Dortmunder Export,89.0,3.97,Ayinger,5.5,http://www.beeradvocate.com/search/?q=Ayinger+Jahrhundert&qt=beer,,Lager
Windbreaker,IPA - New England,89.0,4.12,Mast Landing Brewing Company,6.5,https://www.beeradvocate.com/beer/profile/44121/497450/,"multiple results, guessed best match",IPA
Bitburger Festbier,Lager - Festbier / Wiesnbier,89.0,4.0,Bitburger Brewery,6.2,https://www.beeradvocate.com/beer/profile/613/499187/,"multiple results, guessed best match",Lager
Arizona Sun,IPA - Imperial,89.0,4.22,Mast Landing Brewing Company,8.1,https://www.beeradvocate.com/beer/profile/44121/481346/,"multiple results, guessed best match",IPA
Hovered Ridge,IPA - Imperial,89.0,4.18,Ten Bends Beer,8.7,http://www.beeradvocate.com/search/?q=Hovered+Ridge&qt=beer,,IPA
Mean Old Tom,Stout - American,89.0,4.0,Maine Beer Company,6.5,https://www.beeradvocate.com/beer/profile/20681/56545/,"multiple results, guessed best match",Stout
Mountainside,IPA - American,89.0,4.2,Rising Tide Brewing Company,6.0,http://www.beeradvocate.com/search/?q=Mountainside&qt=beer,,IPA
Way Life Should Be,IPA - New England,89.0,4.14,Orono Brewing Company,6.1,http://www.beeradvocate.com/search/?q=Way+Life+Should+Be&qt=beer,,IPA
Nordertor,Pilsner - German,89.0,4.07,Schilling Beer Company,5.0,http://www.beeradvocate.com/search/?q=Nordertor&qt=beer,,Other
Raspberry Sparkler,Sour - Fruited Kettle Sour,89.0,4.18,Lone Pine Brewing Company,4.8,https://www.beeradvocate.com/beer/profile/44548/354357/,"multiple results, guessed best match",Other
Advanced Fluid Dynamics,IPA - New England,89.0,4.07,Weldwerks Brewing Company,8.8,https://www.beeradvocate.com/beer/profile/38773/424053/,"multiple results, guessed best match",IPA
White Ale,Wheat Beer - Witbier,89.0,3.97,Castle Island Brewing Company,6.6,https://www.beeradvocate.com/beer/profile/1628/9755/,"multiple results, guessed best match",Other
Grunge!,IPA - Imperial,89.0,4.12,Singlecut Beersmiths,7.7,https://www.beeradvocate.com/beer/profile/30452/408673/,"multiple results, guessed best match",IPA
Eric More Cowbell!,Stout - Sweet / Milk,89.0,4.25,Singlecut Beersmiths,8.0,https://www.beeradvocate.com/beer/profile/30452/213644/,"multiple results, guessed best match",Stout
Good Fortune,IPA - New England,89.0,4.06,Common Roots Brewing Company,6.5,http://www.beeradvocate.com/search/?q=Good+Fortune&qt=beer,,IPA
Little Umbrellas,Wild Ale,89.0,4.11,Four Quarters Brewing,3.5,https://www.beeradvocate.com/beer/profile/34222/237873/,"multiple results, guessed best match",Ale
Ayinger Altbairisch Dunkel,Lager - Munich Dunkel,89.0,3.98,Ayinger,5.0,https://www.beeradvocate.com/beer/profile/39/134/,"multiple results, guessed best match",Lager
Moove On Up,Stout - Sweet / Milk,89.0,4.08,Upper Pass Beer Company,5.9,https://www.beeradvocate.com/beer/profile/46275/261592/,"multiple results, guessed best match",Stout
Weissbier Dunkel,Wheat Beer - Dunkelweizen,89.0,3.98,Andechs,5.0,https://www.beeradvocate.com/beer/profile/911/3994/,"multiple results, guessed best match",Other
Power Moves,IPA - New England,89.0,4.05,Aslin Beer Company,5.5,https://www.beeradvocate.com/beer/profile/42560/337395/,"multiple results, guessed best match",IPA
Hyperfocus,IPA - New England,89.0,4.15,Aeronaut Brewing Company,6.8,https://www.beeradvocate.com/beer/profile/34607/372936/,"multiple results, guessed best match",IPA
Incandenza,IPA - New England,89.0,4.22,Hudson Valley Brewery,6.0,https://www.beeradvocate.com/beer/profile/44599/326628/,"multiple results, guessed best match",IPA
Centerpiece,Sour - Fruited Kettle Sour,89.0,4.1,Urban Artifact Brewing,7.9,https://www.beeradvocate.com/beer/profile/40297/433211/,"multiple results, guessed best match",Other
Photon Citrus,Pale Ale - American,89.0,4.1,Equilibrium Brewery,4.8,http://www.beeradvocate.com/search/?q=Photon+Citrus&qt=beer,,Ale
Tipping Point,IPA - American,89.0,4.1,Foley Brothers Brewing,7.3,https://www.beeradvocate.com/beer/profile/30542/247518/,"multiple results, guessed best match",IPA
Big Little Thing,IPA - Imperial,89.0,3.97,Sierra Nevada Brewing Company,9.0,http://www.beeradvocate.com/search/?q=Big+Little+Thing&qt=beer,,IPA
Operation Plowshare,Fruit and Field Beer,89.0,4.08,Urban Artifact Brewing,7.9,http://www.beeradvocate.com/search/?q=Operation+Plowshare&qt=beer,,Other
Sorry Chicky,Sour - Berliner Weisse,89.0,4.02,Burley Oak Brewing Company,4.4,https://www.beeradvocate.com/beer/profile/26749/147848/,"multiple results, guessed best match",Sour
Grape,IPA - American,89.0,4.03,Evil Twin Brewing,8.1,https://www.beeradvocate.com/beer/profile/27922/99615/,"multiple results, guessed best match",IPA
Kalamazoo Stout,Stout - American,89.0,4.0,Bell\'s Brewery,6.0,https://www.beeradvocate.com/beer/profile/287/1117/,"multiple results, guessed best match",Stout
Break The Bank,IPA - Imperial,89.0,4.17,Magnify Brewing Company,8.5,https://www.beeradvocate.com/beer/profile/40579/275937/,"multiple results, guessed best match",IPA
Christmas Ale,Winter Warmer,89.0,3.97,Bell\'s Brewery,7.5,https://www.beeradvocate.com/beer/profile/73/1576/,"multiple results, guessed best match",Other
Hazy Little Thing,IPA - New England,89.0,3.99,Sierra Nevada Brewing Company,6.7,https://www.beeradvocate.com/beer/profile/140/317146/,"multiple results, guessed best match",IPA
Fancy Sauce,IPA - American,89.0,4.11,Aslin Beer Company,6.0,https://www.beeradvocate.com/beer/profile/29426/212316/,"multiple results, guessed best match",IPA
Von Trapp Helles,Lager - Helles,89.0,4.1,Von Trapp Brewing,4.9,https://www.beeradvocate.com/beer/profile/22512/317160/,"multiple results, guessed best match",Lager
Slim Hazy,Pale Ale - American,89.0,4.09,Peak Organic Brewing Company,6.0,https://www.beeradvocate.com/beer/profile/39889/283738/,"multiple results, guessed best match",Ale
Fluctuation,IPA - Imperial,89.0,4.47,Equilibrium Brewery,10.0,https://www.beeradvocate.com/beer/profile/47536/412521/,"multiple results, guessed best match",IPA
Galacticake,IPA - Imperial,89.0,4.06,Clown Shoes Beer,9.0,http://www.beeradvocate.com/search/?q=Galacticake&qt=beer,,IPA
Christmas Ale,Winter Warmer,89.0,3.97,Brouwerij St. Bernardus,7.5,https://www.beeradvocate.com/beer/profile/73/1576/,"multiple results, guessed best match",Other
Two Pound Tent,IPA - Imperial,89.0,4.14,Outer Range Brewing Company,9.0,http://www.beeradvocate.com/search/?q=Two+Pound+Tent&qt=beer,,IPA
Dead Guy,Strong Ale - American,89.0,3.99,Rogue Ales,9.0,https://www.beeradvocate.com/beer/profile/132/41043/,"multiple results, guessed best match",Ale
Carnevale,Farmhouse Ale - Saison,89.0,3.97,The Lost Abbey,8.2,https://www.beeradvocate.com/beer/profile/18149/40970/,"multiple results, guessed best match",Ale
Klara,Lager - European / Dortmunder Export,89.0,4.05,Idle Hands Craft Ales,5.5,https://www.beeradvocate.com/beer/profile/24802/115558/,"multiple results, guessed best match",Lager
Troegenator,Bock - Doppelbock,89.0,3.97,Troegs Independent Brewing,8.2,https://www.beeradvocate.com/beer/profile/694/4109/,"multiple results, guessed best match",Other
Volcano Sauce,Sour - Fruited Kettle Sour,89.0,4.14,Aslin Beer Company,6.0,http://www.beeradvocate.com/search/?q=Volcano+Sauce&qt=beer,,Other
Kill Your Idles: Tropical,Fruit and Field Beer,89.0,4.25,Idle Hands Craft Ales,5.6,http://www.beeradvocate.com/search/?q=Kill+Your+Idles:+Tropical&qt=beer,,Other
Christmas Ale,Winter Warmer,89.0,3.97,Breckenridge Brewery,7.5,https://www.beeradvocate.com/beer/profile/73/1576/,"multiple results, guessed best match",Other
Weekend Vibes,IPA - American,89.0,4.0,Coronado Brewing Company,6.8,https://www.beeradvocate.com/beer/profile/2447/374832/,"multiple results, guessed best match",IPA
Christmas Ale,Winter Warmer,89.0,3.97,Brouwerij Het Anker,7.5,https://www.beeradvocate.com/beer/profile/73/1576/,"multiple results, guessed best match",Other
St Feuillien Triple,Tripel,89.0,3.99,Brasserie St Feuillien,8.5,https://www.beeradvocate.com/beer/profile/2874/7456/,"multiple results, guessed best match",Other
Grimm Weisse,Wheat Beer - Hefeweizen,89.0,4.24,Grimm Artisanal Ales,5.5,https://www.beeradvocate.com/beer/profile/32893/550369/,"multiple results, guessed best match",Other
Murmur,IPA - Imperial,89.0,4.24,Funk Brewing Company,8.0,https://www.beeradvocate.com/beer/profile/34006/311837/,"multiple results, guessed best match",IPA
Framboise Rose Gose,Sour - Gose,89.0,3.98,Anderson Valley Brewing Company,4.2,http://www.beeradvocate.com/search/?q=Framboise+Rose+Gose&qt=beer,,Sour
Four Seam,IPA - New England,89.0,4.4,Idle Hands Craft Ales,6.6,https://www.beeradvocate.com/beer/profile/24802/399208/,"multiple results, guessed best match",IPA
La Grave,IPA - Imperial,89.0,4.06,Troegs Independent Brewing,10.5,https://www.beeradvocate.com/beer/profile/1432/230102/,"multiple results, guessed best match",IPA
Research Series Ipa,IPA - Imperial,89.0,4.17,Frost Beer Works,8.0,https://www.beeradvocate.com/beer/profile/39297/212772/,"multiple results, guessed best match",IPA
Some Assembly Required,Farmhouse Ale - Saison,89.0,4.09,Finback Brewery,8.9,https://www.beeradvocate.com/beer/profile/33824/221228/,"multiple results, guessed best match",Ale
Brain On Hops Citra,IPA - Imperial,89.0,4.23,Kings County Brewers Collective,8.2,https://www.beeradvocate.com/beer/profile/46089/335804/,"multiple results, guessed best match",IPA
Branch Bridge,Pale Ale - American,89.0,4.15,Honest Weight Artisan Beer,5.0,https://www.beeradvocate.com/beer/profile/43367/203182/,"multiple results, guessed best match",Ale
Finback Ipa,IPA - New England,89.0,3.98,Finback Brewery,7.2,https://www.beeradvocate.com/beer/profile/33901/111411/,"multiple results, guessed best match",IPA
Bash,Wild Ale,89.0,4.31,Grimm Artisanal Ales,5.6,https://www.beeradvocate.com/beer/profile/46325/303824/,"multiple results, guessed best match",Ale
Pomona,Wild Ale,89.0,4.17,Avery Brewing Company,5.5,https://www.beeradvocate.com/beer/profile/32184/253110/,"multiple results, guessed best match",Ale
Mischief,Strong Ale - Belgian Pale,89.0,4.0,The Bruery,8.5,https://www.beeradvocate.com/beer/profile/16866/53134/,"multiple results, guessed best match",Ale
Scrag Mountain Pils,Pilsner - Bohemian / Czech,89.0,4.01,Lawson\'s Finest Liquids,4.8,https://www.beeradvocate.com/beer/profile/17980/377922/,"multiple results, guessed best match",Other
Salvator,Bock - Doppelbock,89.0,3.96,Paulaner Brewery,7.9,https://www.beeradvocate.com/beer/profile/124/387/,"multiple results, guessed best match",Other
Anodyne,IPA - New England,89.0,4.13,Austin Street Brewery,6.0,https://www.beeradvocate.com/beer/profile/34657/370820/,"multiple results, guessed best match",IPA
Helles Schlenkerla,Lager - Helles,89.0,3.98,Schlenkerla,4.3,https://www.beeradvocate.com/beer/profile/263/29145/,"multiple results, guessed best match",Lager
Aosta,Pilsner - Bohemian / Czech,89.0,4.15,Schilling Beer Company,5.0,http://www.beeradvocate.com/search/?q=Aosta&qt=beer,,Other
The Barista,Brown Ale - American,89.0,3.98,Clown Shoes Beer,8.5,https://www.beeradvocate.com/beer/profile/22951/202047/,"multiple results, guessed best match",Ale
Advent Party Crasher,Stout - American Imperial,88.0,3.96,Clown Shoes Beer,8.0,http://www.beeradvocate.com/search/?q=Advent+Party+Crasher&qt=beer,,Stout
Zed Lupulin,IPA - Imperial,88.0,4.2,Kings County Brewers Collective,8.5,http://www.beeradvocate.com/search/?q=Zed+Lupulin&qt=beer,,IPA
Everything Nice,Blonde Ale - Belgian,88.0,4.29,Brewery Ommegang,9.0,https://www.beeradvocate.com/beer/profile/42/575919/,"multiple results, guessed best match",Ale
Bad Decision Juice,IPA - American,88.0,4.06,Backlash Beer Company,4.7,https://www.beeradvocate.com/beer/profile/26554/315075/,"multiple results, guessed best match",IPA
Flower Child,Sour - Berliner Weisse,88.0,3.97,Cambridge Brewing Company,3.5,https://www.beeradvocate.com/beer/profile/28178/89356/,"multiple results, guessed best match",Sour
Blanche De Chambly,Wheat Beer - Witbier,88.0,3.91,Unibroue,5.0,https://www.beeradvocate.com/beer/profile/22/31/,"multiple results, guessed best match",Other
Good Monster,IPA - New England,88.0,3.99,Collective Arts Brewing,8.0,http://www.beeradvocate.com/search/?q=Good+Monster&qt=beer,,IPA
Red Seal,Red Ale - American Amber / Red,88.0,3.92,North Coast Brewing Company,5.4,http://www.beeradvocate.com/search/?q=Red+Seal&qt=beer,,Ale
Oud Beersel Oude Geuze,Lambic - Gueuze,88.0,4.05,Brouwerij Oud Beersel,8.0,https://www.beeradvocate.com/beer/profile/828/92574/,"multiple results, guessed best match",Sour
Chronos,Pilsner - German,88.0,4.02,Grimm Artisanal Ales,5.0,https://www.beeradvocate.com/beer/profile/32893/416339/,"multiple results, guessed best match",Other
Galactica,IPA - Imperial,88.0,3.94,Clown Shoes Beer,8.0,https://www.beeradvocate.com/beer/profile/22951/92472/,"multiple results, guessed best match",IPA
Royal Standard,Scotch Ale / Wee Heavy,88.0,3.92,Clown Shoes Beer,8.0,http://www.beeradvocate.com/search/?q=Royal+Standard&qt=beer,,Ale
Kim Hibiscus Sour,Sour - Berliner Weisse,88.0,3.93,Singlecut Beersmiths,4.2,http://www.beeradvocate.com/search/?q=Kim+Hibiscus+Sour&qt=beer,,Sour
Liquid Karma,Wild Ale,88.0,4.26,Southern Grist Brewing Company,10.0,http://www.beeradvocate.com/search/?q=Liquid+Karma&qt=beer,,Ale
Barbe Ruby,Fruit and Field Beer,88.0,3.92,Brouwerij Verhaeghe,7.7,http://www.beeradvocate.com/search/?q=Barbe+Ruby&qt=beer,,Other
Cosmic Crypt,Farmhouse Ale - Saison,88.0,3.97,Trve Brewing Company,5.6,http://www.beeradvocate.com/search/?q=Cosmic+Crypt&qt=beer,,Ale
House Lager,Lager - Helles,88.0,3.92,Jack\'s Abby Craft Lagers,5.2,https://www.beeradvocate.com/beer/profile/26520/153110/,"multiple results, guessed best match",Lager
