abv,brewer,link,name,note,score,style,category
7.4,Lamplighter Brewing Company,https://www.beeradvocate.com/beer/profile/26/4629/,Rabbit Rabbit,"multiple results, guessed best match",85.0,Belgian Saison,Other
5.0,Proclamation Ale Company,http://www.beeradvocate.com/search/?q=Flummox&qt=beer,Flummox,,85.0,German Pilsner,Other
4.9,Konig Brauerei,https://www.beeradvocate.com/beer/profile/40/137/,Konig Pilsener,"multiple results, guessed best match",85.0,German Pilsner,Other
5.0,The Wild Beer Company,https://www.beeradvocate.com/beer/profile/30750/120140/,Somerset Wild,"multiple results, guessed best match",85.0,American Wild Ale,Ale
4.4,North Coast Brewing Company,http://www.beeradvocate.com/search/?q=Scrimshaw+Pilsner&qt=beer,Scrimshaw Pilsner,,85.0,German Pilsner,Other
8.9,Brasserie Dieu Du Ciel,https://www.beeradvocate.com/beer/profile/42/71369/,Aphrodite,"multiple results, guessed best match",85.0,Fruit and Field Beer,Other
6.6,Innis & Gunn,https://www.beeradvocate.com/beer/profile/10272/12719/,Innis & Gunn Original,"multiple results, guessed best match",85.0,Scottish Ale,Ale
4.5,Troegs Brewing Company,https://www.beeradvocate.com/beer/profile/694/4108/,Sunshine Pils,"multiple results, guessed best match",85.0,German Pilsner,Other
6.0,Brouwerij De Dolle,http://www.beeradvocate.com/search/?q=Oeral&qt=beer,Oeral,,85.0,Belgian Pale Ale,Ale
5.4,Brauerei Weihenstephan,https://www.beeradvocate.com/beer/profile/22512/369716/,Pilsner,"multiple results, guessed best match",85.0,American Lager,Lager
3.7,Bell's Brewery,https://www.beeradvocate.com/beer/profile/287/431595/,Light Hearted,"multiple results, guessed best match",85.0,American IPA,IPA
8.7,Boulevard Brewing Company,https://www.beeradvocate.com/beer/profile/423/66077/,Chocolate Ale,"multiple results, guessed best match",85.0,American Strong Ale,Ale
5.0,Boston Beer Company,https://www.beeradvocate.com/beer/profile/35/104/,Sam Adams Boston Lager,"multiple results, guessed best match",85.0,Vienna Lager,Lager
5.7,Harpoon Brewery,https://www.beeradvocate.com/beer/profile/98/112645/,Harpoon Ipa,"multiple results, guessed best match",85.0,American Brown Ale,Ale
2.5,Brouwerij Lindemans,https://www.beeradvocate.com/beer/profile/187/21382/,Peche,"multiple results, guessed best match",85.0,Belgian Fruit Lambic,Sour
8.5,De Brabandere,http://www.beeradvocate.com/search/?q=Petrus+Aged+Red&qt=beer,Petrus Aged Red,,85.0,Flanders Oud Bruin,Other
5.0,Cambridge Brewing Company,https://www.beeradvocate.com/beer/profile/14/107024/,Remain In Light,"multiple results, guessed best match",84.0,American Lager,Lager
4.2,Great Divide Brewing Company,http://www.beeradvocate.com/search/?q=Roadie+Grapefruit+Radler&qt=beer,Roadie Grapefruit Radler,,84.0,Fruit and Field Beer,Other
5.2,New Belgium Brewing Company,http://www.beeradvocate.com/search/?q=Fat+Tire+Belgian+White&qt=beer,Fat Tire Belgian White,,84.0,Belgian Witbier,Other
5.2,Boston Beer Company,https://www.beeradvocate.com/beer/profile/35/48246/,Samuel Adams Brick Red,"multiple results, guessed best match",84.0,Irish Red Ale,Ale
5.0,Kent Falls Brewing Company,http://www.beeradvocate.com/search/?q=Substrate&qt=beer,Substrate,,84.0,German Schwarzbier,Other
3.8,Harpoon Brewery,http://www.beeradvocate.com/search/?q=Rec.+League&qt=beer,Rec. League,,84.0,American Pale Ale (APA),Ale
4.2,Harviestoun Brewery,https://www.beeradvocate.com/beer/profile/323/4720/,Bitter & Twisted,"multiple results, guessed best match",84.0,English Pale Ale,Ale
7.0,Kiuchi Brewery,https://www.beeradvocate.com/beer/profile/697/4770/,Hitachino Red Rice,"multiple results, guessed best match",84.0,Belgian Strong Pale Ale,Ale
8.0,Chouffe,http://www.beeradvocate.com/search/?q=Cherry+Chouffe&qt=beer,Cherry Chouffe,,84.0,Fruit and Field Beer,Other
5.5,Klosterbrauerei Weltenburg,http://www.beeradvocate.com/search/?q=Kloster+Anno+1050&qt=beer,Kloster Anno 1050,,84.0,German M\xc3\xa4rzen / Oktoberfest,Other
5.2,Firestone Walker Brewing Company,https://www.beeradvocate.com/beer/profile/45/148/,Lager,"multiple results, guessed best match",84.0,American Amber / Red Lager,Lager
5.3,Brewery Ommegang,http://www.beeradvocate.com/search/?q=Fruittanomyces&qt=beer,Fruittanomyces,,84.0,Belgian Witbier,Other
4.6,Definitive Brewing Company,http://www.beeradvocate.com/search/?q=Contee&qt=beer,Contee,,84.0,German K\xc3\xb6lsch,Other
5.0,Switchback Brewing Company,https://www.beeradvocate.com/beer/profile/5316/8854/,Switchback Ale,"multiple results, guessed best match",84.0,American Amber / Red Ale,Ale
7.4,The Shed Brewery,https://www.beeradvocate.com/beer/profile/28980/81048/,Mountain Ale,"multiple results, guessed best match",84.0,English Strong Ale,Ale
5.0,Ettaler Kolsterbrauerei,http://www.beeradvocate.com/search/?q=Benediktiner+Original&qt=beer,Benediktiner Original,,84.0,German Helles,Other
4.7,Pump House Brewery,https://www.beeradvocate.com/beer/profile/7008/237671/,Crafty Radler,"multiple results, guessed best match",84.0,Fruit and Field Beer,Other
4.9,Lamplighter Brewing Company,http://www.beeradvocate.com/search/?q=Apollo+Sunshine&qt=beer,Apollo Sunshine,,84.0,German Pilsner,Other
4.6,Banded Brewing,http://www.beeradvocate.com/search/?q=Pepperell+Pils&qt=beer,Pepperell Pils,,84.0,German Pilsner,Other
4.9,Rising Tide Brewing Company,https://www.beeradvocate.com/beer/profile/23639/61873/,Ishmael,"multiple results, guessed best match",84.0,German Altbier,Other
5.1,Full Sail Brewing Company,https://www.beeradvocate.com/beer/profile/5316/23713/,Session Lager,"multiple results, guessed best match",83.0,American Lager,Lager
5.3,Cisco Brewers,http://www.beeradvocate.com/search/?q=Summer+Rays&qt=beer,Summer Rays,,83.0,Belgian Witbier,Other
5.4,Newburyport Brewing Company,https://www.beeradvocate.com/beer/profile/31441/92916/,Plum Island,"multiple results, guessed best match",83.0,Belgian Witbier,Other
4.8,Gaffel Brewery,https://www.beeradvocate.com/beer/profile/1536/4137/,Gaffel Kolsch,"multiple results, guessed best match",83.0,German K\xc3\xb6lsch,Other
8.0,Brouwerij Huyghe,http://www.beeradvocate.com/search/?q=Delirium+Red&qt=beer,Delirium Red,,83.0,Fruit and Field Beer,Other
5.1,Flensburger Brauerei,http://www.beeradvocate.com/search/?q=Flensburger+Weizen&qt=beer,Flensburger Weizen,,83.0,German Hefeweizen,Other
6.0,Clown Shoes Beer,https://www.beeradvocate.com/beer/profile/22951/58609/,Clementine,"multiple results, guessed best match",83.0,Belgian Witbier,Other
5.3,Jack's Abby Craft Lagers,https://www.beeradvocate.com/beer/profile/26520/461807/,Shipping Out Of Boston,"multiple results, guessed best match",83.0,American Amber / Red Lager,Lager
7.0,Flensburger,http://www.beeradvocate.com/search/?q=Flensburger+Winterbock&qt=beer,Winterbock,,83.0,German Doppelbock,Other
4.8,Flensburger Brauerei,http://www.beeradvocate.com/search/?q=Flensburger+Dunkel&qt=beer,Flensburger Dunkel,,83.0,Munich Dunkel Lager,Lager
4.2,Hofbrauhaus Freising,https://www.beeradvocate.com/beer/profile/144/802/,Hefe Weiss,"multiple results, guessed best match",83.0,German Hefeweizen,Other
4.7,Mast Landing Brewing Company,http://www.beeradvocate.com/search/?q=Seavey+Island&qt=beer,Seavey Island,,83.0,American Blonde Ale,Ale
4.5,Crooked Stave Artisan Beer Project,https://www.beeradvocate.com/beer/profile/25191/71627/,Sour,"multiple results, guessed best match",83.0,American Wild Ale,Ale
5.6,Newburgh Brewing Company,https://www.beeradvocate.com/beer/profile/45/146/,Brown Ale,"multiple results, guessed best match",83.0,American Brown Ale,Ale
5.0,Coniston Brewing Company,https://www.beeradvocate.com/beer/profile/298/12547/,Old Man Ale,"multiple results, guessed best match",83.0,English Brown Ale,Ale
5.6,Abita Brewing Company,https://www.beeradvocate.com/beer/profile/3/6/,Turbodog,"multiple results, guessed best match",83.0,English Brown Ale,Ale
5.0,Brouwerij Boon,https://www.beeradvocate.com/beer/profile/47/2426/,Boon Kriek,"multiple results, guessed best match",83.0,Belgian Fruit Lambic,Sour
6.4,Destihl Brewery,https://www.beeradvocate.com/beer/profile/36757/104748/,Hawaii Five Ale,"multiple results, guessed best match",83.0,Fruit and Field Beer,Other
5.0,Samuel Smith Old Brewery,https://www.beeradvocate.com/beer/profile/113/573/,India Ale,"multiple results, guessed best match",83.0,English India Pale Ale (IPA),IPA
5.2,Destihl Brewery,http://www.beeradvocate.com/search/?q=Weissenheimer+Hefe&qt=beer,Weissenheimer Hefe,,83.0,German Hefeweizen,Other
5.2,New Belgium Brewing Company,https://www.beeradvocate.com/beer/profile/192/607/,Fat Tire,"multiple results, guessed best match",82.0,American Amber / Red Ale,Ale
4.4,Plzensky Prazdroj,https://www.beeradvocate.com/beer/profile/1/429/,Pilsner Urquell,"multiple results, guessed best match",82.0,Bohemian Pilsener,Other
4.0,Firestone Walker Brewing Company,https://www.beeradvocate.com/beer/profile/2210/455479/,Fly Jack,"multiple results, guessed best match",82.0,American IPA,IPA
6.0,Taybeh Brewing Company,http://www.beeradvocate.com/search/?q=Taybeh+Dark&qt=beer,Taybeh Dark,,82.0,German Bock,Other
5.0,,https://www.beeradvocate.com/beer/profile/24/4304/,Traquair Ale,"multiple results, guessed best match",82.0,Scottish Ale,Ale
6.3,Berkshire Brewing Company,http://www.beeradvocate.com/search/?q=Hoosac+Tunnel&qt=beer,Hoosac Tunnel,,82.0,American Amber / Red Ale,Ale
6.6,Abbaye De Leffe,https://www.beeradvocate.com/beer/profile/470/2137/,Leffe Blonde,"multiple results, guessed best match",82.0,Belgian Blonde Ale ,Ale
5.3,Von Trapp Brewing,https://www.beeradvocate.com/beer/profile/1853/34017/,Dunkel Lager,"multiple results, guessed best match",82.0,Munich Dunkel Lager,Lager
4.4,Peak Organic Brewing Company,https://www.beeradvocate.com/beer/profile/13884/58999/,Summer Session,"multiple results, guessed best match",82.0,American Pale Wheat Ale,Ale
5.0,Brasseries Kronenbourg,https://www.beeradvocate.com/beer/profile/1498/25625/,1664 Blanc,"multiple results, guessed best match",82.0,Belgian Witbier,Other
5.5,Maui Brewing Company,http://www.beeradvocate.com/search/?q=Pineapple+Mana&qt=beer,Pineapple Mana,,81.0,American Pale Wheat Ale,Ale
4.4,Kona Brewing Company,http://www.beeradvocate.com/search/?q=Big+Wave+Golden+Ale&qt=beer,Big Wave Golden Ale,,81.0,American Blonde Ale,Ale
5.4,The People's Pint,https://www.beeradvocate.com/beer/profile/231/12633/,Farmer Brown,"multiple results, guessed best match",81.0,English Brown Ale,Ale
5.2,Eagle Brewery,https://www.beeradvocate.com/beer/profile/664/5488/,Banana Bread Beer,"multiple results, guessed best match",81.0,Fruit and Field Beer,Other
4.2,Belhaven Brewery,https://www.beeradvocate.com/beer/profile/148/22386/,Scottish Ale,"multiple results, guessed best match",81.0,Scottish Ale,Ale
4.9,Salzburger Stiegl,https://www.beeradvocate.com/beer/profile/817/43252/,Stiegl Pils,"multiple results, guessed best match",81.0,German Pilsner,Other
5.2,Atlantic Brewing Company,https://www.beeradvocate.com/beer/profile/378/1052/,Bar Harbor Real Ale,"multiple results, guessed best match",81.0,English Brown Ale,Ale
4.8,Flensburger Brauerei,https://www.beeradvocate.com/beer/profile/2854/6710/,Flensburger Pils,"multiple results, guessed best match",81.0,German Pilsner,Other
4.0,Jack's Abby Craft Lagers,https://www.beeradvocate.com/beer/profile/26520/334128/,Blood Orange Wheat,"multiple results, guessed best match",80.0,Fruit and Field Beer,Other
4.7,Queen City Brewery,https://www.beeradvocate.com/beer/profile/68/2249/,Hefeweizen,"multiple results, guessed best match",80.0,German Hefeweizen,Other
4.5,Two Roads Brewing Company,https://www.beeradvocate.com/beer/profile/33113/107318/,Hay-z-boy,"multiple results, guessed best match",80.0,American Pale Wheat Ale,Ale
4.8,Flensburger,http://www.beeradvocate.com/search/?q=Flensburger+Gold&qt=beer,Flensburger Gold,,80.0,European Export / Dortmunder,Other
5.4,Tributary Brewing Company,https://www.beeradvocate.com/beer/profile/4067/44831/,Helles Lager,"multiple results, guessed best match",80.0,German Helles,Other
6.0,Sierra Nevada Brewing Company,https://www.beeradvocate.com/beer/profile/3239/12284/,Sierra Pale Ale,"multiple results, guessed best match",79.0,American Pale Ale (APA),Ale
?,Sierra Nevada Brewing Company,https://www.beeradvocate.com/beer/profile/835/31331/,Summerfest Lager,"multiple results, guessed best match",79.0,American Amber / Red Lager,Lager
4.3,Night Shift Brewing Company,https://www.beeradvocate.com/beer/profile/28609/244582/,Nite Lite,"multiple results, guessed best match",79.0,American Light Lager,Lager
4.9,Wurzburger Hofbrau,https://www.beeradvocate.com/beer/profile/28795/80460/,Pilsner Style,"multiple results, guessed best match",79.0,German Pilsner,Other
5.3,Brauerei Weihenstephan,https://www.beeradvocate.com/beer/profile/4108/10104/,Original Premium,"multiple results, guessed best match",79.0,Bohemian Pilsener,Other
7.25,Fort Hill Brewery,https://www.beeradvocate.com/beer/profile/29509/104486/,Hoperation,"multiple results, guessed best match",79.0,American IPA,IPA
9.0,Ridgeway Brewing,https://www.beeradvocate.com/beer/profile/7944/26887/,Bad Elf,"multiple results, guessed best match",79.0,English Strong Ale,Ale
4.8,Burlington Beer Company,https://www.beeradvocate.com/beer/profile/30791/148244/,Sassamanash,"multiple results, guessed best match",79.0,Belgian Witbier,Other
5.8,Fuller's Brewery,https://www.beeradvocate.com/beer/profile/50687/1119/,Esb,"multiple results, guessed best match",78.0,English Extra Special / Strong Bitter (ESB),Other
3.8,Cisco Brewers,http://www.beeradvocate.com/search/?q=Sankaty+Light&qt=beer,Sankaty Light,,78.0,American Light Lager,Lager
5.1,Bass Brewers Limited,https://www.beeradvocate.com/beer/profile/293/811/,Bass Ale,"multiple results, guessed best match",77.0,English Pale Ale,Ale
4.8,Epic Brewing Company,http://www.beeradvocate.com/search/?q=Los+Locos&qt=beer,Los Locos,,76.0,American Adjunct Lager,Lager
5.0,Taybeh Brewing Company,http://www.beeradvocate.com/search/?q=Taybeh+Golden&qt=beer,Taybeh Golden,,76.0,German Pilsner,Other
4.2,Abita Brewing Company,https://www.beeradvocate.com/beer/profile/3/7/,Purple Haze,"multiple results, guessed best match",76.0,Fruit and Field Beer,Other
5.0,Stiegl Brauerei,http://www.beeradvocate.com/search/?q=Stiegl+Lager&qt=beer,Stiegl Lager,,74.0,European Pale Lager,Lager
5.5,Brasseries Kronenbourg,https://www.beeradvocate.com/beer/profile/1498/3970/,Kronenbourg 1664,"multiple results, guessed best match",74.0,European Pale Lager,Lager
4.8,Cisco Brewers,http://www.beeradvocate.com/search/?q=Shark+Tracker+Light&qt=beer,Shark Tracker Light,,73.0,American Light Lager,Lager
4.3,Banded Brewing,http://www.beeradvocate.com/search/?q=Wicked+Bueno&qt=beer,Wicked Bueno,,73.0,American Adjunct Lager,Lager
4.5,Brouwerij Van Hoegarden,https://www.beeradvocate.com/beer/profile/83/36649/,Hoegaarden,"multiple results, guessed best match",71.0,Belgian Witbier,Other
5.1,Newburgh Brewery Company,https://www.beeradvocate.com/beer/profile/302/1376/,Cream Ale,"multiple results, guessed best match",71.0,American Cream Ale,Ale
3.8,Carlsberg Breweries,https://www.beeradvocate.com/beer/profile/8535/64973/,Carlsberg Lager,"multiple results, guessed best match",65.0,European Pale Lager,Lager
?,Nomad Brewing Company,none,Freshie Salt & Pepper,couldn't find BeerAdvocate page,,?,Other
3.1,Stiegl Brauerei,https://www.beeradvocate.com/beer/profile/416/169360/,Lemon Radler,No score yet,,Fruit and Field Beer,Other
2.0,Stiegl Brauerei,https://www.beeradvocate.com/beer/profile/887/286265/,Radler Raspberry,No score yet,,Fruit and Field Beer,Other
?,Bosteels,none,Pauwel Kwak,couldn't find BeerAdvocate page,,?,Other
?,Brasserie De Blaugies,none,La Moneuse Noel,couldn't find BeerAdvocate page,,?,Other
?,Brouwerij Achelse,none,Achel Blonde,couldn't find BeerAdvocate page,,?,Other
?,Brouwerij Bockor,none,Vanderghiste,couldn't find BeerAdvocate page,,?,Other
?,Brouwerij Boon,none,Boon Oude Gueze,couldn't find BeerAdvocate page,,?,Other
8.0,Brouwerij De Koningshoeven,https://www.beeradvocate.com/beer/profile/184/352322/,La Trappe Dubbel,No score yet,,Belgian Dubbel,Other
?,Brouwerij Der Trappisten Westmalle,none,Westmalle Tripel,couldn't find BeerAdvocate page,,?,Other
?,Brouwerij Lindemans,none,Lindemans Cassis,couldn't find BeerAdvocate page,,?,Other
?,Brouwerij Oud Beersel,none,Bzart Krieken Lambiek,couldn't find BeerAdvocate page,,?,Other
?,Brouwerij Rodenbach,none,Alexander '18,couldn't find BeerAdvocate page,,?,Other
?,Brouwerij Rodenbach,none,Rodenbach Session Ale,couldn't find BeerAdvocate page,,?,Other
?,Brouwerij Van Honsebrouck,none,St Louis Gueuze Fond,couldn't find BeerAdvocate page,,?,Other
?,Brouwerij Van Steenberge,none,Monk's Cafe Brune,couldn't find BeerAdvocate page,,?,Other
?,Chimay Brewery,none,Chimay Premiere,couldn't find BeerAdvocate page,,?,Other
?,Chimay Brewery,none,Chimay Premiere Red,couldn't find BeerAdvocate page,,?,Other
?,Chimay Brewery,none,Chimay Yellow,couldn't find BeerAdvocate page,,?,Other
?,Chouffe,none,Mcchouffe,couldn't find BeerAdvocate page,,?,Other
?,De Struise Brouwers,none,Rio Reserva 2012,couldn't find BeerAdvocate page,,?,Other
?,Kasteel,none,Barista Chocolate Quad- 330ml,couldn't find BeerAdvocate page,,?,Other
?,Oud Beersel,none,Oude Gueze: Foeder 21,couldn't find BeerAdvocate page,,?,Other
4.9,Brasserie Dunham,https://www.beeradvocate.com/beer/profile/13905/347745/,Biere De Foudre,No score yet,,American Wild Ale,Ale
?,Brasserie Dunham,none,Simplexite,couldn't find BeerAdvocate page,,?,Other
6.0,Collective Arts Brewing Company,https://www.beeradvocate.com/beer/profile/32763/472837/,Mango Tangerine Sour,No score yet,,American Wild Ale,Ale
?,Collective Arts Brewing Company,none,Ransack The Universe,couldn't find BeerAdvocate page,,?,Other
?,Les Trois Mousquetaires,none,Ceci N'est Pas Gueuze,couldn't find BeerAdvocate page,,?,Other
4.7,Budejovicky Budvar,https://www.beeradvocate.com/beer/profile/304/460060/,Czechvar Lager,No score yet,,European Dark Lager,Lager
?,Eagle Brewery,none,Young's Double Chocolate Stout,couldn't find BeerAdvocate page,,?,Other
?,Fuller's Brewery,none,Fuller's London Porter,couldn't find BeerAdvocate page,,?,Other
?,Greene King,none,Wexford Cream,couldn't find BeerAdvocate page,,?,Other
?,Ridgeway Brewing,none,Oxfordshire Ipa,couldn't find BeerAdvocate page,,?,Other
?,Samuel Smith Old Brewery,none,Sam Smith India Ale,couldn't find BeerAdvocate page,,?,Other
?,Augustiner Brau,none,Edelstoff Lager,couldn't find BeerAdvocate page,,?,Other
?,Badische Staatsbrauerie Rothaus,none,Tannenzapfle,couldn't find BeerAdvocate page,,?,Other
?,Bitburger Brauerei,none,Bitburger Pils,couldn't find BeerAdvocate page,,?,Other
?,Brauerei Ayinger,none,Ayinger Bavarian Pils,couldn't find BeerAdvocate page,,?,Other
?,Brauerei Heller-trum,none,Schlenkerla Maerzn,couldn't find BeerAdvocate page,,?,Other
?,Brauerei Heller-trum,none,Schlenkerla Oak Smoke,couldn't find BeerAdvocate page,,?,Other
?,Brauerei Heller-trum,none,Schlenkerla Urbock,couldn't find BeerAdvocate page,,?,Other
?,Brauerei Heller-trum,none,Schlenkerla Weizen,couldn't find BeerAdvocate page,,?,Other
?,Brauerei Pinkus Mueller,none,Organic Ur-pils,couldn't find BeerAdvocate page,,?,Other
5.0,Brauerei Weihenstephan,https://www.beeradvocate.com/beer/profile/39742/296665/,Kristall Weissbier,No score yet,,German Kristalweizen,Other
?,Brauhaus Riegele,none,Fruchtig & Stark,couldn't find BeerAdvocate page,,?,Other
6.5,Colner Hofbrau Bruh,https://www.beeradvocate.com/beer/profile/612/50692/,Fruh Kolsch,No score yet,,German K\xc3\xb6lsch,Other
?,Dortmunder Actien Brauerei,none,Dab Original,couldn't find BeerAdvocate page,,?,Other
7.0,Ettaler Klosterbrauerei,https://www.beeradvocate.com/beer/profile/2432/195684/,Curator Doppelbock,No score yet,,German Doppelbock,Other
8.2,G. Schneider & Sohn,https://www.beeradvocate.com/beer/profile/72/451809/,Aventinus Tap 6,No score yet,,German Weizenbock,Other
5.0,Klosterbrauerei Andechs,https://www.beeradvocate.com/beer/profile/15368/50314/,Vollbier Hell,No score yet,,German Helles,Other
5.3,Klosterbrauerei Andechs,https://www.beeradvocate.com/beer/profile/5709/150695/,Weissbier Hell,No score yet,,German Kristalweizen,Other
?,Kulmbacher Brauerei,none,Monchshof Schwarz,couldn't find BeerAdvocate page,,?,Other
?,Professor Fritz Briem,none,1809 Berliner Weisse,couldn't find BeerAdvocate page,,?,Other
?,Schneider & Sohn,none,Original (tap07),couldn't find BeerAdvocate page,,?,Other
?,Schofferhofer,none,Grapefruit Hefeweizen-16oz Can,couldn't find BeerAdvocate page,,?,Other
?,Spaten-brau,none,Spaten Premium Lager,couldn't find BeerAdvocate page,,?,Other
?,Uerige,none,Uerige Dat Leckere,couldn't find BeerAdvocate page,,?,Other
4.9,Wurzburger Hofbrau,https://www.beeradvocate.com/beer/profile/176/42119/,Julius Echter,No score yet,,German Kristalweizen,Other
?,Wurzburger Hofbrau,none,Julius Echter Dunkel,couldn't find BeerAdvocate page,,?,Other
?,Carlow Brewing Company,none,O'hara's Irish Red,couldn't find BeerAdvocate page,,?,Other
?,Carlow Brewing Company,none,O'hara's Irish Stout,couldn't find BeerAdvocate page,,?,Other
?,Open Gate Brewery,none,Over The Moon,couldn't find BeerAdvocate page,,?,Other
?,St. James' Gate Brewery,none,Guinness Pub,couldn't find BeerAdvocate page,,?,Other
?,Birrifico Le Baladin,none,Xyauyu Oro,couldn't find BeerAdvocate page,,?,Other
?,Kiuchi Brewery,none,Hitachino Commemorative -330ml,couldn't find BeerAdvocate page,,?,Other
?,Kiuchi Brewery,none,Hitachino Sweet Stout,couldn't find BeerAdvocate page,,?,Other
6.8,Haandbryggeriet,http://www.beeradvocate.com/search/?q=A+Dashing+Rogue&qt=beer,A Dashing Rogue,No score yet,,Flanders Oud Bruin,Other
?,Haandbryggeriet,none,Odin's Tipple,couldn't find BeerAdvocate page,,?,Other
?,Casa Bruja Brewing Company,none,Gose Limon Kaffir,couldn't find BeerAdvocate page,,?,Other
?,Okocim Brewery,none,O.K. Full Pale,couldn't find BeerAdvocate page,,?,Other
?,Zywiec Breweries,none,1881 Porter Beer,couldn't find BeerAdvocate page,,?,Other
2.5,Innis & Gunn,https://www.beeradvocate.com/beer/profile/34618/187165/,Blood Red Sky,No score yet,,American Wild Ale,Ale
?,John Crabbie & Company,none,Crabbie's Ginger Beer,couldn't find BeerAdvocate page,,?,Other
5.2,John Crabbies & Co,https://www.beeradvocate.com/beer/profile/860/97897/,Orange Ginger,No score yet,,Fruit and Field Beer,Other
?,Marston's Brewery,none,Mcewan's Scotch Ale,couldn't find BeerAdvocate page,,?,Other
?,Traquair House Brewery,none,Jacobite Ale,couldn't find BeerAdvocate page,,?,Other
?,Estrella Damm,none,Estrella Damm Lager,couldn't find BeerAdvocate page,,?,Other
2.7,Brekeriet Beer Ab,http://www.beeradvocate.com/search/?q=Picnic+Sunrise&qt=beer,Picnic Sunrise,No score yet,,Berliner Weisse,Sour
?,Brasserie Bfm,none,Brut De Franches,couldn't find BeerAdvocate page,,?,Other
?,21st Amendment Brewery,none,Hell Or High W'melon -12oz Can,couldn't find BeerAdvocate page,,?,Other
?,Ballast Point Brewing Company,none,Sculpin Ipa,couldn't find BeerAdvocate page,,?,Other
?,Bear Republic Brewing Company,none,Factory 5 Lab: Mango Lassi,couldn't find BeerAdvocate page,,?,Other
?,Bear Republic Brewing Company,none,Further Thru The Haze,couldn't find BeerAdvocate page,,?,Other
?,Firestone Walker Brewing Company,none,Bwx/omg!,couldn't find BeerAdvocate page,,?,Other
?,Firestone Walker Brewing Company,none,Parabola Stout,couldn't find BeerAdvocate page,,?,Other
?,Lagunitas Brewing Company,none,Laguintas Ipa,couldn't find BeerAdvocate page,,?,Other
?,Lagunitas Brewing Company,none,Laguintas Pils,couldn't find BeerAdvocate page,,?,Other
?,Lagunitas Brewing Company,none,Little Sumpin' Hazy,couldn't find BeerAdvocate page,,?,Other
?,Long Beach Beer Lab,none,Milk The Mustache,couldn't find BeerAdvocate page,,?,Other
?,Sierra Nevada Brewing Company,none,Hazy Little Thing Ipa,couldn't find BeerAdvocate page,,?,Other
7.1,Sierra Nevada Brewing Company,https://www.beeradvocate.com/beer/profile/140/257905/,Sierra Estate,No score yet,,American Blonde Ale,Ale
4.5,Sierra Nevada Brewing Company,https://www.beeradvocate.com/beer/profile/27945/96610/,Torpedo,No score yet,,English Bitter,Other
?,The Lost Abbey,none,Ten Commandments,couldn't find BeerAdvocate page,,?,Other
?,Avery Brewing Company,none,Ellie's Brown Ale,couldn't find BeerAdvocate page,,?,Other
?,Crooked Stave Artisan Beer Project,none,Bianca Peaches & Cream,couldn't find BeerAdvocate page,,?,Other
?,Crooked Stave Artisan Beer Project,none,St. Bretta Saison,couldn't find BeerAdvocate page,,?,Other
6.7,Crooked Stave Artisan Beer Project,http://www.beeradvocate.com/search/?q=Sunnyside+Of+Bruxelles&qt=beer,Sunnyside Of Bruxelles,No score yet,,Flanders Red Ale,Ale
?,Crooked Stave Artisan Beer Project,none,Surette Blueberry,couldn't find BeerAdvocate page,,?,Other
6.5,Left Hand Brewing Company,https://www.beeradvocate.com/beer/profile/29220/291680/,Peach Beerllini,No score yet,,Berliner Weisse,Sour
?,New Belgium Brewing Company,none,Foeder Oscar No. 65,couldn't find BeerAdvocate page,,?,Other
4.2,New Belgium Brewing Company,https://www.beeradvocate.com/beer/profile/2076/232926/,My Nirvana,No score yet,,English Pale Ale,Ale
?,New Belgium Brewing Company,none,Starship Ipa,couldn't find BeerAdvocate page,,?,Other
?,New Belgium Brewing Company,none,Where I Live,couldn't find BeerAdvocate page,,?,Other
?,New Belgium Brewing Company,https://www.beeradvocate.com/beer/profile/2681/56025/,Whiskey Ba Oskar,No score yet,,American Pale Ale (APA),Ale
?,Oskar Blues Brewery,none,Dale's Pale Ale,couldn't find BeerAdvocate page,,?,Other
?,Outer Range Brewing Company,none,Outer Range All Together,couldn't find BeerAdvocate page,,?,Other
?,Outer Range Brewing Company,none,The Future Is Full Of Parties,couldn't find BeerAdvocate page,,?,Other
?,Trve Brewing Company,none,This Day Anything Gose,couldn't find BeerAdvocate page,,?,Other
?,Weldwerks Brewing Company,none,Cookies & Cream Achromatic,couldn't find BeerAdvocate page,,?,Other
?,Armada Brewing,none,All My Best Friends Hop Heads,couldn't find BeerAdvocate page,,?,Other
10.0,Armada Brewing,http://www.beeradvocate.com/search/?q=Immortal+Prince&qt=beer,Immortal Prince,No score yet,,American Imperial IPA,IPA
?,Armada Brewing Company,none,Copper Scrolls,couldn't find BeerAdvocate page,,?,Other
5.1,Beer'd Brewing Company,http://www.beeradvocate.com/search/?q=Connecticut+Casual&qt=beer,Connecticut Casual,No score yet,,German Pilsner,Other
?,Beer'd Brewing Company,none,Karate In The Water,couldn't find BeerAdvocate page,,?,Other
5.2,East Rock Brewing Company,https://www.beeradvocate.com/beer/profile/52202/387488/,East Rock Lager,No score yet,,German Helles,Other
?,East Rock Brewing Company,none,East Rock Pilsner,couldn't find BeerAdvocate page,,?,Other
6.0,Kent Falls Brewing Company,https://www.beeradvocate.com/beer/profile/44293/354618/,Power People,No score yet,,American IPA,IPA
5.6,Kent Falls Brewing Company,http://www.beeradvocate.com/search/?q=Scarcely+More+Articulate&qt=beer,Scarcely More Articulate,No score yet,,Belgian Saison,Other
